54320	boring , uninspiring , uptight and snappy 	boring\B ,\O uninspiring\O ,\O uptight\O and\O snappy\O 	boring\B ,\O uninspiring\O ,\O uptight\O and\O snappy\O 
38497	this professor needs to learn how to speak English , lol . You will have tough time understanding her . She is also evil.She said she will send students to the dean for talking ( quietly ) even if it is about classwork.Makes students use blackboard.SheCAN\'TTEACH ! She can\'t teach comp science , I can feel sorry for her math students . Classisnothard , she is ! 	this\O professor\O needs\O to\O learn\O how\O to\O speak\O English\O ,\O lol\O .\O You\O will\O have\O tough\O time\O understanding\O her\O .\O She\O is\O also\O evil.She\O said\O she\O will\O send\O students\O to\O the\O dean\O for\O talking\O (\O quietly\O )\O even\O if\O it\O is\O about\O classwork.Makes\O students\O use\O blackboard.SheCAN\'TTEACH\O !\O She\O can\'t\O teach\O comp\O science\O ,\O I\O can\O feel\O sorry\O for\O her\O math\O students\O .\O Class\B isnothard\O ,\O she\O is\O !\O 	this\O professor\O needs\O to\O learn\O how\O to\O speak\O English\O ,\O lol\O .\O You\O will\O have\O tough\O time\O understanding\O her\O .\O She\O is\O also\O evil.She\O said\O she\O will\O send\O students\O to\O the\O dean\O for\O talking\O (\O quietly\O )\O even\O if\O it\O is\O about\O classwork.Makes\O students\O use\O blackboard.SheCAN\'TTEACH\O !\O She\O can\'t\O teach\O comp\O science\O ,\O I\O can\O feel\O sorry\O for\O her\O math\O students\O .\O Classis\O nothard\B ,\O she\O is\O !\O 
101	Lecture series was good and well organized . 	Lecture\B series\I was\O good\O and\O well\O organized\O .\O 	Lecture\O series\O was\O good\O and\O well\B organized\O .\O 
59331	Extremely Nice and Gentle~ Always smiles~ Really good at teaching classical guitar ! You will Love it ! ! 	Extremely\O Nice\O and\O Gentle\B ~\O Always\O smiles~\O Really\O good\O at\O teaching\O classical\O guitar\O !\O You\O will\O Love\O it\O !\O !\O 	Extremely\O Nice\O and\O Gentle\B ~\O Always\O smiles~\O Really\O good\O at\O teaching\O classical\O guitar\O !\O You\O will\O Love\O it\O !\O !\O 
29272	The lectures were well-organized and clearly presented . The content of the course was fascinating 	The\O lectures\O were\O well-organized\O and\O clearly\O presented\O .\O The\O content\B of\O the\O course\O was\O fascinating\O 	The\O lectures\O were\O well-organized\O and\O clearly\O presented\O .\O The\O content\O of\O the\O course\O was\O fascinating\B 
42401	He may get high reviews for me , because I did think he was easy , but he really got on my nerves . He is a know it all , and treats every story , poem , novel , and play as if it were a mystery to be solved . Also , if you don\'t share his opinion you are wrong . Class would be a lot better if he would shut up and let the students discuss the work . JERK ! 	He\O may\O get\O high\O reviews\O for\O me\O ,\O because\O I\O did\O think\O he\O was\O easy\O ,\O but\O he\O really\O got\O on\O my\O nerves\O .\O He\O is\O a\O know\B it\I all\I ,\O and\O treats\O every\O story\O ,\O poem\O ,\O novel\O ,\O and\O play\O as\O if\O it\O were\O a\O mystery\O to\O be\O solved\O .\O Also\O ,\O if\O you\O don\'t\O share\O his\O opinion\O you\O are\O wrong\O .\O Class\O would\O be\O a\O lot\O better\O if\O he\O would\O shut\O up\O and\O let\O the\O students\O discuss\O the\O work\O .\O JERK\O !\O 	He\O may\O get\O high\O reviews\O for\O me\O ,\O because\O I\O did\O think\O he\O was\O easy\O ,\O but\O he\O really\O got\O on\O my\O nerves\O .\O He\O is\O a\O know\B it\I all\I ,\O and\O treats\O every\O story\O ,\O poem\O ,\O novel\O ,\O and\O play\O as\O if\O it\O were\O a\O mystery\O to\O be\O solved\O .\O Also\O ,\O if\O you\O don\'t\O share\O his\O opinion\O you\O are\O wrong\O .\O Class\O would\O be\O a\O lot\O better\O if\O he\O would\O shut\O up\O and\O let\O the\O students\O discuss\O the\O work\O .\O JERK\O !\O 
43950	Boring like hell , the class was a waste of time too 	Boring\O like\O hell\O ,\O the\O class\B was\O a\O waste\O of\O time\O too\O 	Boring\B like\I hell\I ,\O the\O class\O was\O a\O waste\O of\O time\O too\O 
7667	Professor Pletcher provided me with two classes during my time at Denison University as an exchange student . Behind a fairly tough facade hides a wonderfully engaged , intelligent and brilliant teacher and professor . His classes were inspiring and insightful and instrumental for me in determing my academic path . Pletcher comes highly recommded 	Professor\O Pletcher\O provided\O me\O with\O two\O classes\O during\O my\O time\O at\O Denison\O University\O as\O an\O exchange\O student\O .\O Behind\O a\O fairly\O tough\O facade\O hides\O a\O wonderfully\O engaged\O ,\O intelligent\O and\O brilliant\O teacher\O and\O professor\O .\O His\O classes\O were\O inspiring\O and\O insightful\O and\O instrumental\O for\O me\O in\O determing\O my\O academic\O path\O .\O Pletcher\B comes\O highly\O recommded\O 	Professor\O Pletcher\O provided\O me\O with\O two\O classes\O during\O my\O time\O at\O Denison\O University\O as\O an\O exchange\O student\O .\O Behind\O a\O fairly\O tough\O facade\O hides\O a\O wonderfully\O engaged\O ,\O intelligent\O and\O brilliant\O teacher\O and\O professor\O .\O His\O classes\O were\O inspiring\O and\O insightful\O and\O instrumental\O for\O me\O in\O determing\O my\O academic\O path\O .\O Pletcher\O comes\O highly\B recommded\I 
4413	We had a great time learning to you sir , your lecture methodology examples which you discussed in the class hours and other pracical examples were very useful . I thank you so much for support and guidance you gave us . 	We\O had\O a\O great\O time\O learning\O to\O you\O sir\O ,\O your\O lecture\O methodology\O examples\O which\O you\O discussed\O in\O the\O class\O hours\O and\O other\O pracical\O examples\O were\O very\O useful\O .\O I\O thank\O you\O so\O much\O for\O support\B and\O guidance\O you\O gave\O us\O .\O 	We\O had\O a\O great\O time\O learning\O to\O you\O sir\O ,\O your\O lecture\O methodology\O examples\O which\O you\O discussed\O in\O the\O class\O hours\O and\O other\O pracical\O examples\O were\O very\O useful\O .\O I\O thank\B you\I so\O much\O for\O support\O and\O guidance\O you\O gave\O us\O .\O 
56390	HE IS THE MAN ... TAKE HIM FOR CRIMINOLOGY , GREAT TEACHER . 	HE\B IS\O THE\O MAN\O ...\O TAKE\O HIM\O FOR\O CRIMINOLOGY\O ,\O GREAT\O TEACHER\O .\O 	HE\B IS\I THE\I MAN\I ...\O TAKE\O HIM\O FOR\O CRIMINOLOGY\O ,\O GREAT\O TEACHER\O .\O 
48882	Gendron is the Best ! He is SO hot ! He is an awesome teacher . His method of teaching is really helpful , in and outside of the classroom . 	Gendron\O is\O the\O Best\O !\O He\O is\O SO\O hot\O !\O He\O is\O an\O awesome\O teacher\B .\O His\O method\O of\O teaching\O is\O really\O helpful\O ,\O in\O and\O outside\O of\O the\O classroom\O .\O 	Gendron\O is\O the\O Best\O !\O He\O is\O SO\O hot\O !\O He\O is\O an\O awesome\B teacher\O .\O His\O method\O of\O teaching\O is\O really\O helpful\O ,\O in\O and\O outside\O of\O the\O classroom\O .\O 
29721	slowly and well explained by our lecturer . 	slowly\O and\O well\O explained\O by\O our\O lecturer\B .\O 	slowly\O and\O well\B explained\I by\O our\O lecturer\O .\O 
24240	The lectures were well organized and detailed . 	The\O lectures\B were\O well\O organized\O and\O detailed\O .\O 	The\O lectures\O were\O well\B organized\I and\O detailed\O .\O 
4932	I am very Sorry for the late feedback , I think most of my other colleagues has mention common problems we have , so ill only say this , Sir , your teaching style and enthusiasm made me care about the academic work , i was hopeless before that honestly , thank you for reminding me that there are good lectures who care about students 	I\O am\O very\O Sorry\O for\O the\O late\O feedback\O ,\O I\O think\O most\O of\O my\O other\O colleagues\O has\O mention\O common\O problems\O we\O have\O ,\O so\O ill\O only\O say\O this\O ,\O Sir\O ,\O your\O teaching\O style\O and\O enthusiasm\O made\O me\O care\O about\O the\O academic\O work\O ,\O i\O was\O hopeless\O before\O that\O honestly\O ,\O thank\O you\O for\O reminding\O me\O that\O there\O are\O good\O lectures\B who\O care\O about\O students\O 	I\O am\O very\O Sorry\O for\O the\O late\O feedback\O ,\O I\O think\O most\O of\O my\O other\O colleagues\O has\O mention\O common\O problems\O we\O have\O ,\O so\O ill\O only\O say\O this\O ,\O Sir\O ,\O your\O teaching\O style\O and\O enthusiasm\O made\O me\O care\O about\O the\O academic\O work\O ,\O i\O was\O hopeless\O before\O that\O honestly\O ,\O thank\O you\O for\O reminding\O me\O that\O there\O are\O good\B lectures\O who\O care\O about\O students\O 
39121	Very great teacher . Hes goofy and out there which is different from the average teacher . He makes up funny sayings and tries his best to relate math with real world examples . I was never bored in his class . He picks on everyone so beware and pay attention at all times . I would definitely recommend him . I wish I could take him for Stats . 	Very\O great\O teacher\O .\O Hes\O goofy\B and\O out\O there\O which\O is\O different\O from\O the\O average\O teacher\O .\O He\O makes\O up\O funny\O sayings\O and\O tries\O his\O best\O to\O relate\O math\O with\O real\O world\O examples\O .\O I\O was\O never\O bored\O in\O his\O class\O .\O He\O picks\O on\O everyone\O so\O beware\O and\O pay\O attention\O at\O all\O times\O .\O I\O would\O definitely\O recommend\O him\O .\O I\O wish\O I\O could\O take\O him\O for\O Stats\O .\O 	Very\O great\O teacher\O .\O Hes\O goofy\B and\O out\O there\O which\O is\O different\O from\O the\O average\O teacher\O .\O He\O makes\O up\O funny\O sayings\O and\O tries\O his\O best\O to\O relate\O math\O with\O real\O world\O examples\O .\O I\O was\O never\O bored\O in\O his\O class\O .\O He\O picks\O on\O everyone\O so\O beware\O and\O pay\O attention\O at\O all\O times\O .\O I\O would\O definitely\O recommend\O him\O .\O I\O wish\O I\O could\O take\O him\O for\O Stats\O .\O 
57561	He was a great prof. Made the class very interesting and easy to follow . Able to really keep your attention , I really enjoyed the class . 	He\O was\O a\O great\O prof\O .\O Made\B the\I class\I very\O interesting\O and\O easy\O to\O follow\O .\O Able\O to\O really\O keep\O your\O attention\O ,\O I\O really\O enjoyed\O the\O class\O .\O 	He\O was\O a\O great\O prof.\O Made\O the\O class\O very\B interesting\I and\O easy\O to\O follow\O .\O Able\O to\O really\O keep\O your\O attention\O ,\O I\O really\O enjoyed\O the\O class\O .\O 
60054	Mike is the best , amazing teacher great guy so funny , overall the best man out there . 	Mike\O is\O the\O best\O ,\O amazing\O teacher\O great\O guy\O so\O funny\O ,\O overall\O the\O best\O man\B out\O there\O .\O 	Mike\O is\O the\O best\O ,\O amazing\O teacher\O great\O guy\O so\O funny\O ,\O overall\O the\O best\B man\O out\O there\O .\O 
37571	Great Professor . He\ 's eager to teach and for his students to learn . Don\'t take him if you\ 're just into getting an `` easy '' grade . Expect to read a lot , and work hard as well . Overall , his class was interesting . Besides being a great professor he\ 's also a great person as well . 	Great\O Professor\O .\O He\\O 's\O eager\B to\O teach\O and\O for\O his\O students\O to\O learn\O .\O Don\'t\O take\O him\O if\O you\\O 're\O just\O into\O getting\O an\O ``\O easy\O ''\O grade\O .\O Expect\O to\O read\O a\O lot\O ,\O and\O work\O hard\O as\O well\O .\O Overall\O ,\O his\O class\O was\O interesting\O .\O Besides\O being\O a\O great\O professor\O he\\O 's\O also\O a\O great\O person\O as\O well\O .\O 	Great\O Professor\O .\O He\\O 's\O eager\O to\O teach\B and\O for\O his\O students\O to\O learn\O .\O Don\'t\O take\O him\O if\O you\\O 're\O just\O into\O getting\O an\O ``\O easy\O ''\O grade\O .\O Expect\O to\O read\O a\O lot\O ,\O and\O work\O hard\O as\O well\O .\O Overall\O ,\O his\O class\O was\O interesting\O .\O Besides\O being\O a\O great\O professor\O he\\O 's\O also\O a\O great\O person\O as\O well\O .\O 
34220	you should interactive with students more and more . if there is any possible to organize a session in Sinhala medium..please do that . 	you\O should\O interactive\B with\O students\O more\O and\O more\O .\O if\O there\O is\O any\O possible\O to\O organize\O a\O session\O in\O Sinhala\O medium..please\O do\O that\O .\O 	you\O should\O interactive\O with\O students\O more\B and\I more\I .\O if\O there\O is\O any\O possible\O to\O organize\O a\O session\O in\O Sinhala\O medium..please\O do\O that\O .\O 
8622	Dr. Pecorino is one of the most confusing professors I have ever taken . I have never had to put in more hours studying for a class then his . He will change every practice problem from the study guide on the test and confuse you to no end . Would definitely recommend taking any other Econ class . 	Dr.\O Pecorino\O is\O one\O of\O the\O most\O confusing\O professors\O I\O have\O ever\O taken\O .\O I\O have\O never\O had\O to\O put\O in\O more\O hours\O studying\O for\O a\O class\O then\O his\O .\O He\O will\O change\O every\O practice\O problem\O from\O the\O study\O guide\O on\O the\O test\B and\O confuse\O you\O to\O no\O end\O .\O Would\O definitely\O recommend\O taking\O any\O other\O Econ\O class\O .\O 	Dr.\O Pecorino\O is\O one\O of\O the\O most\O confusing\O professors\O I\O have\O ever\O taken\O .\O I\O have\O never\O had\O to\O put\O in\O more\O hours\O studying\O for\O a\O class\O then\O his\O .\O He\O will\O change\O every\O practice\O problem\O from\O the\O study\O guide\O on\O the\O test\O and\O confuse\B you\O to\O no\O end\O .\O Would\O definitely\O recommend\O taking\O any\O other\O Econ\O class\O .\O 
39802	I loved her class ! ! One of the best teachers I\ 've had ! Take her Water color/Water based Media class ! 	I\O loved\O her\O class\O !\O !\O One\O of\O the\O best\O teachers\O I\\O 've\O had\O !\O Take\O her\B Water\O color/Water\O based\O Media\O class\O !\O 	I\O loved\O her\O class\O !\O !\O One\O of\O the\O best\O teachers\O I\\O 've\O had\O !\O Take\B her\O Water\O color/Water\O based\O Media\O class\O !\O 
59130	crazy curve , a lot of notes but as long as you are a good note taker then you will do fine . i would definately recommend him . GREAT PROF . 	crazy\O curve\O ,\O a\O lot\O of\O notes\B but\O as\O long\O as\O you\O are\O a\O good\O note\O taker\O then\O you\O will\O do\O fine\O .\O i\O would\O definately\O recommend\O him\O .\O GREAT\O PROF\O .\O 	crazy\O curve\O ,\O a\O lot\B of\O notes\O but\O as\O long\O as\O you\O are\O a\O good\O note\O taker\O then\O you\O will\O do\O fine\O .\O i\O would\O definately\O recommend\O him\O .\O GREAT\O PROF\O .\O 
25344	The lecturer was punctual . I was able to learn a lot of new things . At the start of the semester , I had no idea about OOP and java . But now I have some knowledge on them with the help of the lectures . In class activities helped a lot to improve the knowledge . Overall , the lectures were good . 	The\O lecturer\O was\O punctual\O .\O I\O was\O able\O to\O learn\O a\O lot\O of\O new\O things\O .\O At\O the\O start\O of\O the\O semester\O ,\O I\O had\O no\O idea\O about\O OOP\O and\O java\O .\O But\O now\O I\O have\O some\O knowledge\O on\O them\O with\O the\O help\O of\O the\O lectures\O .\O In\O class\O activities\O helped\O a\O lot\O to\O improve\O the\O knowledge\O .\O Overall\O ,\O the\O lectures\B were\O good\O .\O 	The\O lecturer\O was\O punctual\O .\O I\O was\O able\O to\O learn\O a\O lot\O of\O new\O things\O .\O At\O the\O start\O of\O the\O semester\O ,\O I\O had\O no\O idea\O about\O OOP\O and\O java\O .\O But\O now\O I\O have\O some\O knowledge\O on\O them\O with\O the\O help\O of\O the\O lectures\O .\O In\O class\O activities\O helped\O a\O lot\O to\O improve\O the\O knowledge\O .\O Overall\O ,\O the\O lectures\O were\O good\B .\O 
